label,text,text_length,processed_text
ham,"Hiya, probably coming home * weekend after next",47,hiya probabl come home weekend next
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,110,dont forget though love walk besid watch keep heart warm
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,205,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,73,ok day make dinner tonit invit
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,160,gr new servic live sex video chat mob see sexiest dirtiest girl live ur phone detail text horni cancel send stop
ham,I have no money 4 steve mate! !,31,money steve mate
ham,IM LATE TELLMISS IM ON MY WAY,29,im late tellmiss im way
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
ham,Normally i use to drink more water daily:),42,normal use drink water daili
ham,Dare i ask... Any luck with sorting out the car?,48,dare ask luck sort car
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",137,parti place usf charg contribut way greatli appreci yeah got room one
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",105,urgh coach hot smell chip fat thank especi duvet predict text word
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,155,hiya last night ive naughti bought cloth littl readi shop tho kind time wanna meet
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,143,freemsg hi babi wow got new cam mobi wanna c hot pic fanci chatim win utxt rpli chat hlp msgp rcv
ham,I've been trying to reach him without success,45,ive tri reach without success
ham,when you and derek done with class?,35,derek done class
ham,Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one...,78,never lei v lazi got wat dat day � send da url cant work one
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,159,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl
ham,Hey mate. Spoke to the mag people. We���re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,125,hey mate spoke mag peopl we���r deliv end month deliv th sept talk later
ham,Hope you are having a good week. Just checking in,49,hope good week check
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",73,haha friend tyler liter ask could get dubsack
ham,"\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",166,hey u fanci meetin cha �� hav lil beverag txt ring meet lr quit tire got vpist love pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,50,great safe trip dont panic surrend
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",142,symptom u love u like listen song u get stop u see name belov u wont get angri
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,118,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor
ham,Try to do something dear. You read something for exams,54,tri someth dear read someth exam
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",153,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
ham,Gettin rdy to ship comp,23,gettin rdi ship comp
ham,I am in hospital da. . I will return home in evening,52,hospit da return home even
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),90,piss talk someon realis u point itnow read backward
ham,Think + da. You wil do.,23,think da wil
ham,I'm awake oh. What's up.,24,im awak oh what
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,156,good afternoon boytoy goe walk day get polic abstract still wake miss babe
ham,How much u trying to get?,25,much u tri get
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",73,come around ltdecimalgt pm vikkyim otsid nw il come tht time
ham,Tell me again what your address is,34,tell address
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",158,honeybe said im sweetest world god laugh amp said waitu havnt met person read msg moral even god crack joke gmgngegn
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,208,buy blackberri bold torch buy new use let know plu say buy ltgt g wifi ipad say ltgt g
ham,But you were together so you should be thinkin about him,56,togeth thinkin
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,112,hiya how go sunni africa hope u r avin good time give big old silver back big kiss
ham,At WHAT TIME should i come tomorrow,35,time come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,156,wanna laugh tri chitchat mobil logon txting word chat send cm po box london wa zf pmsg rcvd
ham,\CHA QUITEAMUZING THAT��SCOOL BABE,34,cha quiteamuz that��scool babe
ham,Omg how did u know what I ate?,30,omg u know ate
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50\""""",146,urgent nd attempt contact uu �call b tcsbcmwcnxxcallcostppmmobilesvari max�
ham,:( but your not here....,24,
ham,Not directly behind... Abt 4 rows behind �_...,46,directli behind abt row behind �
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,115,congratul ur award cd voucher gift guarante free entri wkli draw txt music
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",159,contract mobil mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",152,urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm
ham,No plans yet. What are you doing ?,34,plan yet
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,142,hi engag fixd ltgt th next month know realli shock bthmm njan vilikkamt ws al sudn
ham,Not course. Only maths one day one chapter with in one month we can finish.,75,cours math one day one chapter one month finish
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),95,wow didnt think common take back ur freak unless u chop
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",126,ur chanc win � wkli shop spree txt shop tsc custcar xpwk
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,77,noooooooo pleas last thing need stress life fair
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,158,u secret admir look make contact ufind rreveal think ur specialcal stopsmsppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",158,mila age blond new uk look sex uk guy u like fun text mtalk pptxt st free � increment help
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",79,ill see swing bit got thing take care firsg
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),229,want wish happi new year want talk legal advic gari split person ill make trip ptbo hope everyth good babe love ya
ham,Have you not finished work yet or something?,44,finish work yet someth
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,tomorrow go theatr come wherev u call tell come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,155,well done england get offici poli rington colour flag yer mobil text tone flag optout txt eng stop box wwx �
ham,Right it wasnt you who phoned it was someone with a number like yours!,70,right wasnt phone someon number like
ham,It's ok i wun b angry. Msg u aft i come home tonight.,53,ok wun b angri msg u aft come home tonight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,106,good time nice someth bit differ weekend chang see ya soon
ham,Yo sorry was in the shower sup,30,yo sorri shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",86,carlo pick ill swing usf littl bit
ham,Full heat pa:-) i have applyed oil pa.,38,full heat pa appli oil pa
ham,I'm stuck in da middle of da row on da right hand side of da lt...,66,im stuck da middl da row da right hand side da lt
ham,Have you laid your airtel line to rest?,39,laid airtel line rest
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,96,hi u decid wot get bday ill prob ju get voucher frm virgin sumf
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,144,freemsg txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop
ham,\Hey j! r u feeling any better,30,hey j r u feel better
ham,And I don't plan on staying the night but I prolly won't be back til late,73,dont plan stay night prolli wont back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,35,thanx puttin da fone
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",72,need th im campu atm could pick hour two
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",134,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,run manag minut need oxygen might resort roller option
ham,We live in the next  &lt;#&gt; mins,35,live next ltgt min
ham,Y de asking like this.,22,de ask like
ham,Just glad to be talking to you.,31,glad talk
ham,Wat time �_ finish?,19,wat time � finish
ham,Sorry da. I gone mad so many pending works what to do.,54,sorri da gone mad mani pend work
ham,How much you got for cleaning,29,much got clean
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,how favourit person today r u workin hard couldnt sleep last nite nearli rang u
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,108,sunshin quiz win super soni dvd record cannam capit australia text mquiz b
ham,�� called dad oredi...,22,�� call dad oredi
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,89,good think could send pix would love see top bottom
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,75,nvm im go wear sport shoe anyway im go late leh
ham,"Sorry, I'll call later In meeting.",34,sorri ill call later meet
ham,THIS IS A LONG FUCKIN SHOWR,27,long fuckin showr
ham,"Received, understood n acted upon!",34,receiv understood n act upon
ham,They finally came to fix the ceiling.,37,final came fix ceil
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",172,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha islov got dont mi
ham,Jus finish blowing my hair. U finish dinner already?,52,ju finish blow hair u finish dinner alreadi
ham,I'm on the bus. Love you,24,im bu love
ham,Lol ... I knew that .... I saw him in the dollar store,54,lol knew saw dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,137,pleas call custom servic repres ampm guarante � cash � prize
spam,Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,165,today voda number end select receiv � reward match pleas call quot claim code standard rate appli
ham,Only saturday and sunday holiday so its very difficult:),56,saturday sunday holiday difficult
ham,Everybody had fun this evening. Miss you.,41,everybodi fun even miss
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,got hella ga money want go grand natur adventur galileo littl bit
ham,"I'm in a meeting, call me later at",34,im meet call later
ham,Oh wow thats gay. Will firmware update help,43,oh wow that gay firmwar updat help
ham,These won't do. Have to move on to morphine,43,wont move morphin
ham,How come i din c �_... Yup i cut my hair...,43,come din c � yup cut hair
ham,K k pa Had your lunch aha.,26,k k pa lunch aha
ham,Oh ho. Is this the first time u use these type of words,55,oh ho first time u use type word
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,captain vijaykanth comedi captain tvhe drunken
ham,Of course. I guess god's just got me on hold right now.,55,cours guess god got hold right
ham,Do you hide anythiing or keeping distance from me,49,hide anythi keep distanc
ham,Havent.,7,havent
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,143,rip get mobil content call polytruepixringtonesgam six download
ham,Sorry i din lock my keypad.,27,sorri din lock keypad
ham,Did u got that persons story,28,u got person stori
ham,Are you planning to come chennai?,33,plan come chennai
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,155,tri contact repli offer video phone anytim network min half price line rental camcord repli call
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg
ham,We are okay. Going to sleep now. Later,38,okay go sleep later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159,pleas protect ethreat sib never ask sensit inform like passwordsatmsm pin thru email never share password anybodi
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",139,final happen aftr decad beer cheaper petrol gover expect us drink dont drive
spam,A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611,155,� xma reward wait comput randomli pick loyal mobil custom receiv � reward call
ham,Where r e meeting tmr?,22,r e meet tmr
ham,Lol yes. But it will add some spice to your day.,48,lol ye add spice day
ham,Hope you are having a great day.,32,hope great day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,80,prasanth ettan mother pass away last night pray famili
ham,"K, I'll work something out",26,k ill work someth
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,136,privat account statement show unredeem point call identifi code expir
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,106,messag great doctor india drink appi fizz contain cancer caus age
ham,I cant pick the phone right now. Pls send a message,51,cant pick phone right pl send messag
ham,You call him and tell now infront of them. Call him now.,56,call tell infront call
ham,Ok no prob...,13,ok prob
ham,Ladies first and genus second k .,33,ladi first genu second k
ham,No. Yes please. Been swimming?,30,ye pleas swim
ham,Mum not going robinson already.,31,mum go robinson alreadi
ham,Ok set let u noe e details later...,35,ok set let u noe e detail later
ham,Not..tel software name..,24,nottel softwar name
ham,I send the print  outs da.,26,send print out da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,48,im reali soz imat mum nite moro
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",70,born god said oh anoth idiot born
ham,"I didnt get ur full msg..sometext is missing, send it again",59,didnt get ur full msgsometext miss send
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",64,probabl im almost ga get cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",152,custom servic announc recent tri make deliveri unabl pleas call reschedul ref
ham,I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?,109,forgot ask � smth there card da present lei �� want write smth sign
ham,I'm leaving my house now.,25,im leav hous
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160,hi babe chloe r u smash saturday night great weekend u miss sp visionsmscom text stop stop ptext
ham,�� ready then call me...,24,�� readi call
ham,Wewa is 130. Iriver 255. All 128 mb.,36,wewa iriv mb
ham,It is a good thing I'm now getting the connection to bw,55,good thing im get connect bw
ham,Sry da..jst nw only i came to home..,36,sri dajst nw came home
ham,"That's cool he'll be here all night, lemme know when you're around",66,that cool hell night lemm know your around
ham,Are you staying in town ?,25,stay town
ham,"Haha yeah, 2 oz is kind of a shitload",37,haha yeah oz kind shitload
ham,Ok u can take me shopping when u get paid =D,44,ok u take shop u get paid
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,life mean lot love life love peopl life world call friend call world ge
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,alright well bring see like ltgt min
ham,But pls dont play in others life.,33,pl dont play other life
ham,Eatin my lunch...,17,eatin lunch
ham,Hmmm.but you should give it on one day..,40,hmmmbut give one day
ham,"Didn't try, g and I decided not to head out",43,didnt tri g decid head
ham,Ok no prob,10,ok prob
ham,Surly ill give it to you:-) while coming to review.,51,surli ill give come review
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",154,march end readi call sure problem capit never complet far how work ladi
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,113,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,147,pl give food prefer pap slowli load sugar take hour give water slowli
spam,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",154,urgent mobil award � bonu caller prize nd attempt contact call boxqu
ham,A guy who gets used but is too dumb to realize it.,50,guy get use dumb realiz
ham,"Okey dokey, i���ll be over in a bit just sorting some stuff out.",64,okey dokey i���ll bit sort stuff
ham,Don no da:)whats you plan?,26,dawhat plan
ham,Yes fine,8,ye fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",132,win winner mr foley ipod excit prize soon keep eye ur mobil visit
ham,I liked the new mobile,22,like new mobil
ham,Anytime...,10,anytim
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,124,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand
ham,Yar but they say got some error.,32,yar say got error
ham,Hey anyway i have to :-),24,hey anyway
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,95,wow healthi old airport rd lor cant thk anyth els ill b bath dog later
ham,Wif my family booking tour package.,35,wif famili book tour packag
ham,"Did you say bold, then torch later. Or one torch and 2bold?",59,say bold torch later one torch bold
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",73,haha awesom might need take doin tonight
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),88,ya knw u vl givit ok thank kanoanyway enjoy wit ur famili wit st salari
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,77,huh slow tot u reach long ago liao u day leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),64,that cool princess cover face hot sticki cum
ham,Big brother���s really scraped the barrel with this shower of social misfits,76,big brother��� realli scrape barrel shower social misfit
ham,Oops i thk i dun haf enuff... I go check then tell �_..,55,oop thk dun haf enuff go check tell �
ham,S:)8 min to go for lunch:),26,min go lunch
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",112,hey happen u switch ur cell whole day isnt good u care give call tomorrow
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",77,k addi amp art ill get home
ham,My uncles in Atlanta. Wish you guys a great semester.,53,uncl atlanta wish guy great semest
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",102,aiyo lesson earli im still sleepin haha oki u go home liao den confirm w lor
ham,Forgot to tell �_ smth.. Can �_ like number the sections so that it's clearer..,79,forgot tell � smth � like number section clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",42,yup anyth lor u dun wan ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",59,im home love still awak love kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,32,hello peach cake tast lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153,free game get rayman golf free game arcad st get ur game set repli post save activ press key arcad termsappli
ham,"There'll be a minor shindig at my place later tonight, you interested?",70,therel minor shindig place later tonight interest
ham,Jason says it's cool if we pick some up from his place in like an hour,70,jason say cool pick place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",143,mobil mth updat latest cameravideo phone free keep ur number get extra free minstext text ye call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,124,career tel ad u contact indyarockscom send free sm remov phonebook sm ltgt
ham,I've reached already.,21,ive reach alreadi
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,77,dont know ask brother noth problem thing told
ham,K:)eng rocking in ashes:),25,keng rock ash
ham,Wat time r �_ going to xin's hostel?,36,wat time r � go xin hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,75,good morn dear shijutta great amp success day
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,buy space invad chanc win orig arcad game consol press game arcad std wap charg see ocoukgam term set purchas
ham,Oh k:)after that placement there ah?,36,oh kafter placement ah
ham,"Not for possession, especially not first offense",48,possess especi first offens
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175,nt drive even mani reason call bbdtht chikku hw abt dvg coldheard tht vinobanagar violenc hw conditionand hw ru problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,237,bought test yesterday someth let know exact day u ovulatewhen get u wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell
ham,We have pizza if u want,23,pizza u want
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",105,keep see weird shit bein woah realis actual reason im oh
ham,Many more happy returns of the day. I wish you happy birthday.,62,mani happi return day wish happi birthday
ham,Ya very nice. . .be ready on thursday,37,ya nice readi thursday
ham,I am in hospital da. . I will return home in evening,52,hospit da return home even
ham,"\Thinking of u ;) x\""""",22,think u x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,camera award sipix digit camera call fromm landlin deliveri within day
ham,Orh i tot u say she now still dun believe.,42,orh tot u say still dun believ
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",79,put sign choos number pin show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,133,beauti life next second hide thousand secret wish everi second wonder ur life gud n
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,91,thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",99,your still mayb leav credit card get ga get back like told
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,160,weekli coolmob tone readi download week new tone includ crazi frogaxel f akonlon black eyeddont p info n
ham,Well boy am I glad G wasted all night at applebees for nothing,62,well boy glad g wast night applebe noth
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,155,cashbincouk get lot cash weekend dear welcom weekend got biggest best ever cash give away
ham,Ok lor... Or u wan me go look 4 u?,34,ok lor u wan go look u
ham,U wan 2 haf lunch i'm in da canteen now.,40,u wan haf lunch im da canteen
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,157,dont make life stressful alway find time laugh may add year life sure add life ur year gud niswt dream
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",133,hey look like wrong one kappa guy number still phone want text see he around
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,143,urgent mobil number award � prize guarante call land line claim valid hr ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 �100 cash. Name the NEW US President? txt ans to 80082,138,thank continu support question week enter u draw � cash name new us presid txt an
ham,I'm home. Doc gave me pain meds says everything is fine.,56,im home doc gave pain med say everyth fine
ham,It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900),90,̩ ard�� rest ard leastwhich ̩ price ̩ bedrm
ham,Me too! Have a lovely night xxx,31,love night xxx
ham,Prepare to be pleasured :),26,prepar pleasur
ham,Hi.:)technical support.providing assistance to us customer through call and email:),83,hitechn supportprovid assist us custom call email
ham,if you text on your way to cup stop that should work. And that should be BUS,76,text way cup stop work bu
ham,Whens your radio show?,22,when radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,89,uniqu user id remov send stop custom servic
ham,I'm not sure if its still available though,42,im sure still avail though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,120,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,62,cheer lou yeah goodnit shame u neva came c ya gailxx
ham,Hi..i got the money da:),24,hii got money da
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,hi mobil ltgt ad contact list great place send free sm peopl visit fullonsmscom
ham,Ok then u tell me wat time u coming later lor.,46,ok u tell wat time u come later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,61,u repeat e instruct wat e road name ur hous
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",156,mani peopl seem special first sight remain special till last sight maintain till life end shja
ham,Quite lor. But dun tell him wait he get complacent...,53,quit lor dun tell wait get complac
ham,Sorry completely forgot * will pop em round this week if your still here?,73,sorri complet forgot pop em round week still
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87,u r beauti girl ive ever seen u r babi come c common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,74,cant see join deni mina deni want alon time
